kim,branch,state,city,address,zipcode,longitude,latitude,phone
스타벅스,방배카페골목점,서울특별시,서초구,서울특별시 서초구 방배중앙로 162,137829,126.9865526,37.49352318,02-567-5902
스타벅스,청담스타점,서울특별시,강남구,서울특별시 강남구 도산대로57길 24,135954,127.0418193,37.52525095,02-567-5903
스타벅스,이촌역점,서울특별시,용산구,서울특별시 용산구 서빙고로 67,140762,126.9703921,37.52485709,02-567-5904
스타벅스,서강대흥역점,서울특별시,마포구,서울특별시 마포구 백범로 89,121809,126.9415521,37.54825452,02-567-5905
스타벅스,연희동점,서울특별시,서대문구,서울특별시 서대문구 연희로 97,120825,126.9305022,37.56679745,02-567-5906
스타벅스,동대문점,서울특별시,중구,서울특별시 중구 장충단로 229,100411,127.0071916,37.56516063,02-567-5907
스타벅스,답십리역점,서울특별시,동대문구,서울특별시 동대문구 천호대로 263,130805,127.0511027,37.56849519,02-567-5908
스타벅스,강남대로논현점,서울특별시,서초구,서울특별시 서초구 강남대로85길 5,137810,127.0225824,37.50736061,02-567-5909
스타벅스,화곡DT점,서울특별시,강서구,서울특별시 강서구 등촌로 57,157896,126.8631698,37.53500146,02-567-5910
스타벅스,마포염리점,서울특별시,마포구,서울특별시 마포구 독막로 311,121749,126.9474628,37.54399137,02-567-5911
스타벅스,여의도공원점,서울특별시,영등포구,서울특별시 영등포구 여의공원로 101,150968,126.9248723,37.52926304,02-567-5912
스타벅스,동대입구역점,서울특별시,중구,서울특별시 중구 장충단로 166,100391,127.0061331,37.55963733,02-567-5913
스타벅스,남영동점,서울특별시,용산구,서울특별시 용산구 한강대로 275,140807,126.9722381,37.54285805,02-567-5914
스타벅스,성수역점,서울특별시,성동구,서울특별시 성동구 성수이로 94,133835,127.0569453,37.54322254,02-567-5915
스타벅스,국회대로점,서울특별시,영등포구,서울특별시 영등포구 국회대로 786,150871,126.9195743,37.5302599,02-567-5916
스타벅스,강남구청정문점,서울특별시,강남구,서울특별시 강남구 학동로 419,135951,127.045958,37.5183013,02-567-5917
스타벅스,가양역점,서울특별시,강서구,서울특별시 강서구 양천로 476,157033,126.8532583,37.56158526,02-567-5918
스타벅스,홍제역점,서울특별시,서대문구,서울특별시 서대문구 통일로 451,120091,126.9438335,37.5886595,02-567-5919
스타벅스,연신내점,서울특별시,은평구,서울특별시 은평구 통일로 867,122808,126.9198822,37.62022213,02-567-5920
스타벅스,서울고속터미널점,서울특별시,서초구,서울특별시 서초구 신반포로 194,137713,127.0068163,37.50642716,02-567-5921
스타벅스,을지로내외빌딩점,서울특별시,중구,서울특별시 중구 을지로 51,100787,126.9836633,37.56648318,02-567-5922
스타벅스,연신내점,서울특별시,은평구,서울특별시 은평구 통일로 869,122808,126.9197896,37.62035644,02-567-5923
스타벅스,금천시흥점,서울특별시,금천구,서울특별시 금천구 시흥대로 164,153858,126.9032169,37.4488707,02-567-5924
스타벅스,잠실대교남단점,서울특별시,송파구,서울특별시 송파구 송파대로 570,138934,127.098885,37.51577952,02-567-5925
스타벅스,독산사거리점,서울특별시,금천구,서울특별시 금천구 시흥대로 426,153807,126.8986457,37.47157973,02-567-5926
스타벅스,강남대로신사점,서울특별시,서초구,서울특별시 서초구 강남대로 595,137903,127.019521,37.51485002,02-567-5927
스타벅스,대우재단빌딩점,서울특별시,중구,서울특별시 중구 퇴계로 18,100740,126.9751399,37.5565521,02-567-5928
스타벅스,미아점,서울특별시,성북구,서울특별시 성북구 동소문로 314,136873,127.029302,37.60761238,02-567-5929
스타벅스,마곡GMG점,서울특별시,강서구,서울특별시 강서구 마곡중앙6로 16,157805,126.828987,37.56039191,02-567-5930
스타벅스,목동역점,서울특별시,양천구,서울특별시 양천구 목동로 203,158857,126.8637936,37.52669989,02-567-5931
스타벅스,을지로국제빌딩점,서울특별시,중구,서울특별시 중구 남대문로 109,100180,126.9822303,37.56697542,02-567-5932
스타벅스,이촌점,서울특별시,용산구,서울특별시 용산구 이촌로 276,140853,126.977265,37.5186365,02-567-5933
스타벅스,올림픽대교북단점,서울특별시,광진구,서울특별시 광진구 광나루로 608,143821,127.0952529,37.5411525,02-567-5934
스타벅스,신림DT점,서울특별시,관악구,서울특별시 관악구 남부순환로 1419,151877,126.9084012,37.48096909,02-567-5935
스타벅스,마포경찰서후문,서울특별시,마포구,서울특별시 마포구 마포대로 173-14,121862,126.9535888,37.55099285,02-567-5936
스타벅스,뚝섬역점,서울특별시,성동구,서울특별시 성동구 아차산로 42,133822,127.0490964,37.54643942,02-567-5937
스타벅스,신촌역점,서울특별시,서대문구,서울특별시 서대문구 신촌로 73,120834,126.9345003,37.55630046,02-567-5938
스타벅스,신용산역점,서울특별시,용산구,서울특별시 용산구 한강대로 95,140871,126.9664013,37.5287598,02-567-5939
스타벅스,홍대공항철도역점,서울특별시,마포구,서울특별시 마포구 양화로 178,121818,126.9251911,37.55749556,02-567-5940
스타벅스,송파개롱역점,서울특별시,송파구,서울특별시 송파구 마천로7길 14,138855,127.1281717,37.50898908,02-567-5941
스타벅스,가산브이타워,서울특별시,금천구,서울특별시 금천구 가산디지털1로 128,153795,126.8836842,37.47722405,02-567-5942
스타벅스,이촌역점,서울특별시,용산구,서울특별시 용산구 서빙고로 69,140025,126.9723312,37.52370262,02-567-5943
스타벅스,미스타,서울특별시,서초구,서울특별시 서초구 언남10길 10,137896,127.0441064,37.47365699,02-567-5944
스타벅스,연신내역사거리점,서울특별시,은평구,서울특별시 은평구 통일로 842,122756,126.9220454,37.61868313,02-567-5945
스타벅스,방화DT점,서울특별시,강서구,서울특별시 강서구 방화대로 375,157847,126.816371,37.57443928,02-567-5946
스타벅스,서초우성사거리점,서울특별시,서초구,서울특별시 서초구 강남대로 343,137858,127.0292201,37.49351207,02-567-5947
스타벅스,압구정신원빌딩R점,서울특별시,강남구,서울특별시 강남구 언주로 861,135894,127.0330918,37.5273874,02-567-5948
스타벅스,문정점,서울특별시,송파구,서울특별시 송파구 송파대로 180,138826,127.1230757,37.48628966,02-567-5949
스타벅스,강남교보타워R점,서울특별시,서초구,서울특별시 서초구 강남대로 465,137920,127.0240884,37.50375083,02-567-5950
스타벅스,광화문우체국점,서울특별시,종로구,서울특별시 종로구 종로 6,110110,126.9780823,37.56983193,02-567-5951
스타벅스,가산에스케이점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 171,153803,126.8803985,37.48148195,02-567-5952
스타벅스,독립문역점,서울특별시,종로구,서울특별시 종로구 송월길 155,110100,126.9613715,37.57163234,02-567-5953
스타벅스,문정법원로R점,서울특별시,송파구,서울특별시 송파구 송파대로 201,138888,127.1205807,37.48788401,02-567-5954
스타벅스,양재강남빌딩R점,서울특별시,강남구,서울특별시 강남구 남부순환로 2621,135860,127.036609,37.48524679,02-567-5955
스타벅스,마곡사이언스타워R점,서울특별시,강서구,서울특별시 강서구 마곡동로 62,157805,126.8338743,37.5605394,02-567-5956
스타벅스,홍대입구역사거리,서울특별시,마포구,서울특별시 마포구 양화로 125,121838,126.9202961,37.55473877,02-567-5957
스타벅스,서초구청점,서울특별시,서초구,서울특별시 서초구 남부순환로 2557,137863,127.03005,37.48442722,02-567-5958
스타벅스,구파발사거리,서울특별시,은평구,서울특별시 은평구 진관3로 21,122200,126.9191031,37.63960511,02-567-5959
스타벅스,한강진역점,서울특별시,용산구,서울특별시 용산구 이태원로 252,140892,127.0011028,37.53710478,02-567-5960
스타벅스,봉은사로선정릉점,서울특별시,강남구,서울특별시 강남구 봉은사로 446,135509,127.048501,37.51135667,02-567-5961
스타벅스,방배다이치빌딩점,서울특별시,서초구,서울특별시 서초구 방배로 114,137842,126.9960731,37.48433262,02-567-5962
스타벅스,여의도화재보험,서울특별시,영등포구,서울특별시 영등포구 국제금융로6길 38,150885,126.9259809,37.52137999,02-567-5963
스타벅스,송파개롱역점,서울특별시,송파구,서울특별시 송파구 오금로 420,138811,127.1362616,37.4969833,02-567-5964
스타벅스,용산역써밋R점,서울특별시,용산구,서울특별시 용산구 한강대로 69,140876,126.9652201,37.52745195,02-567-5965
스타벅스,삼성역섬유센터R점,서울특별시,강남구,서울특별시 강남구 테헤란로 518,135713,127.0605609,37.50757866,02-567-5966
스타벅스,착한빵,서울특별시,중구,서울특별시 중구 동호로7길 31,100840,127.0108813,37.55235171,02-567-5967
스타벅스,미스리,서울특별시,금천구,서울특별시 금천구 가산디지털2로 53,153706,126.881125,37.4729469,02-567-5968
스타벅스,등촌역점,서울특별시,양천구,서울특별시 양천구 공항대로 566,158811,126.8680505,37.54895134,02-567-5969
스타벅스,이수자이점,서울특별시,동작구,서울특별시 동작구 사당로 300,156793,126.9809089,37.48442805,02-567-5970
스타벅스,미스리,서울특별시,종로구,서울특별시 종로구 북촌로5가길 27,110230,126.9816593,37.5806483,02-567-5971
스타벅스,대치대원빌딩R점,서울특별시,강남구,서울특별시 강남구 남부순환로 2947,135835,127.0626465,37.49456594,02-567-5972
스타벅스,서대문점,서울특별시,서대문구,서울특별시 서대문구 증가로29길 20-14,120814,126.9118591,37.58234114,02-567-5973
